# Sampled contour points mapped to gantry coordinates (x_mm, y_mm)
# work_w_mm = 150.0
# work_h_mm = 270.0
# margin_mm = 5.0
# scale_mm_per_px = 0.25925926
# x_offset_mm = 5.00000000
# y_offset_mm = 88.33333333
# image_size_px = (540, 360)
# used_size_mm = (140.00000000, 93.33333333)
# Origin convention: top-left of gantry work area is (0,0), +Y is down

# Contour 0
78.418, 100.825
79.148, 102.333
81.012, 101.815
84.593, 101.908
84.593, 101.815
82.510, 104.934
78.142, 110.599
75.519, 112.704
75.125, 112.704
72.446, 110.149
69.217, 108.556
66.704, 108.296
66.532, 109.421
69.067, 111.956
72.539, 112.963
74.741, 112.963
75.519, 114.113
75.778, 117.894
75.778, 121.783
77.248, 125.063
79.448, 128.041
80.461, 138.872
79.407, 142.324
77.074, 144.852
76.831, 144.852
73.241, 144.130
69.590, 143.556
67.741, 143.815
68.481, 145.074
71.817, 146.407
75.492, 145.889
78.951, 145.370
82.840, 145.370
86.729, 145.370
89.778, 145.370
90.188, 144.701
91.288, 141.267
91.333, 137.397
89.778, 130.264
88.741, 126.804
89.519, 125.148
90.762, 126.392
91.852, 129.829
92.962, 137.147
94.185, 138.370
94.704, 136.730
93.910, 133.170
91.852, 126.244
90.556, 122.893
90.296, 119.111
90.556, 115.330
92.111, 109.852
91.048, 108.788
89.519, 105.533
89.519, 101.644
90.037, 97.970
90.037, 93.778
92.497, 95.978
93.667, 97.667
95.000, 97.111
98.582, 96.889
100.667, 97.148
101.185, 95.666
103.043, 92.783
103.000, 92.741
103.778, 96.368
104.037, 99.121
104.296, 100.042
105.074, 103.608
104.539, 107.276
104.296, 108.296
106.070, 110.329
108.087, 113.383
109.737, 116.588
112.638, 118.972
114.706, 121.039
115.185, 121.806
116.671, 125.079
117.519, 128.617
117.778, 131.433
117.778, 132.398
117.259, 136.072
116.481, 139.639
115.034, 142.929
113.370, 145.370
112.612, 145.370
108.831, 145.630
104.942, 145.630
101.375, 144.852
98.038, 143.520
94.757, 142.053
92.111, 142.259
91.593, 143.158
92.630, 146.618
95.573, 148.832
99.006, 149.932
102.851, 150.037
106.525, 149.519
109.877, 148.222
112.891, 146.109
113.370, 145.630
116.581, 145.630
120.470, 145.630
124.359, 145.630
128.248, 145.630
132.137, 145.630
136.026, 145.630
138.519, 145.630
137.382, 145.370
133.493, 145.370
129.604, 145.370
125.715, 145.370
121.826, 145.370
117.937, 145.370
114.078, 145.300
113.889, 145.111
115.704, 142.241
117.000, 138.889
117.733, 135.304
117.519, 127.652
116.481, 124.193
112.247, 118.321
109.481, 115.881
107.926, 112.636
105.852, 109.607
104.556, 108.037
104.815, 106.362
105.074, 102.581
103.778, 95.340
102.741, 92.481

# Contour 1
92.889, 142.259
96.348, 142.778
99.593, 144.333
103.037, 145.407
106.726, 145.889
110.508, 145.630
112.852, 145.889
111.760, 146.722
108.599, 148.481
105.140, 149.519
101.466, 150.037
97.799, 149.502
94.547, 147.963
92.111, 145.143
91.852, 143.037
92.889, 142.259

# Contour 2
66.704, 108.556
70.163, 109.074
73.191, 111.154
74.222, 112.963
72.785, 112.963
69.326, 111.926
66.704, 109.444
66.444, 108.815
66.704, 108.556

# Contour 3
67.741, 143.815
71.326, 144.030
74.982, 144.593
76.296, 145.111
74.324, 146.046
70.585, 145.889
67.741, 143.815
